date,type,category,description,amount,memo
2021-02-20,수입,기타수입,용돈,346694,현금
2021-02-20,지출,여행,항공권,-759333,메모_4961
2021-02-21,지출,문화/여가,음악 스트리밍,-69517,현금
2021-02-21,수입,급여,월급,4314743,메모_4810
2021-02-22,지출,저축/투자,주식 매수,-526833,메모_2809
2021-02-23,지출,쇼핑,온라인쇼핑,-304365,카드결제
2021-02-23,지출,통신,케이블TV,-93229,메모_4085
2021-02-24,지출,여행,숙박비,-361468,
2021-02-24,지출,교통,주유비,-52254,
2021-02-24,지출,식비,카페,-4362,
2021-02-25,지출,교육,학원비,-106440,메모_651
2021-02-25,지출,교통,고속도로 통행료,-135597,메모_1574
2021-02-25,지출,교통,주차비,-101755,메모_4972
2021-02-26,지출,저축/투자,펀드 투자,-678146,
2021-02-26,지출,의료,치과,-130124,메모_4583
2021-02-28,지출,쇼핑,옷 구입,-79945,
2021-02-28,수입,기타수입,중고 판매,77679,현금
2021-03-01,지출,쇼핑,온라인쇼핑,-125037,
2021-03-01,지출,식비,편의점,-52966,카드결제
2021-03-01,지출,주거,가스비,-260970,카드결제
2021-03-01,수입,급여,월급,4537950,카드결제
2021-03-01,지출,교육,자격증 시험,-497889,현금
2021-03-02,수입,급여,월급,3889021,
2021-03-03,지출,주거,수도세,-284912,
2021-03-03,수입,기타수입,환급금,271595,메모_4524
2021-03-05,수입,급여,보너스,3961055,메모_2263
2021-03-05,지출,의료,병원 진료,-172299,
2021-03-06,지출,교통,주유비,-47566,현금
2021-03-06,수입,기타수입,용돈,451620,현금
2021-03-06,지출,식비,한식당,-70819,메모_3937
2021-03-07,지출,교통,택시,-55340,
2021-03-08,지출,교통,고속도로 통행료,-76497,카드결제
2021-03-10,지출,교통,고속도로 통행료,-126497,카드결제
2021-03-10,수입,기타수입,중고 판매,83926,
2021-03-10,수입,급여,프리랜서 수입,3263619,카드결제
2021-03-11,수입,기타수입,중고 판매,64152,
2021-03-11,지출,교육,온라인 강의,-389381,현금
2021-03-11,지출,주거,수도세,-223583,
2021-03-11,지출,통신,인터넷 요금,-80521,
2021-03-11,지출,여행,항공권,-1015470,카드결제
2021-03-11,지출,의료,치과,-60481,카드결제
2021-03-12,지출,교통,주유비,-130649,
2021-03-12,지출,식비,일식당,-59784,
2021-03-13,지출,통신,인터넷 요금,-77602,
2021-03-14,지출,교통,주유비,-80698,메모_835
2021-03-14,지출,문화/여가,스포츠센터,-57699,
2021-03-15,지출,주거,인터넷 설치,-107110,
2021-03-16,지출,통신,휴대폰 요금,-36701,현금
2021-03-16,지출,통신,케이블TV,-100666,
2021-03-17,지출,쇼핑,옷 구입,-446478,
2021-03-17,수입,급여,프리랜서 수입,2809340,메모_1888
2021-03-17,지출,문화/여가,OTT 구독,-82346,
2021-03-17,지출,교통,버스,-81861,메모_2483
2021-03-17,지출,식비,편의점,-33110,
2021-03-18,수입,기타수입,용돈,469324,
2021-03-19,수입,기타수입,환급금,398453,현금
2021-03-19,수입,급여,월급,4443872,
2021-03-20,지출,주거,관리비,-135972,카드결제
2021-03-20,지출,쇼핑,화장품,-326486,
2021-03-21,지출,교통,지하철,-123201,
2021-03-22,지출,문화/여가,음악 스트리밍,-63925,
2021-03-22,지출,교통,고속도로 통행료,-10725,
2021-03-23,지출,문화/여가,도서 구입,-102057,카드결제
2021-03-23,지출,식비,카페,-53864,
2021-03-24,수입,기타수입,용돈,427728,현금
2021-03-25,지출,교통,KTX,-53698,메모_2501
2021-03-25,지출,쇼핑,생활용품,-283693,현금
2021-03-26,지출,교육,자격증 시험,-378930,
2021-03-27,지출,문화/여가,음악 스트리밍,-65643,현금
2021-03-28,지출,식비,중식당,-18533,
2021-03-28,지출,주거,가스비,-206030,
2021-03-29,지출,쇼핑,화장품,-407357,
2021-03-30,지출,저축/투자,주식 매수,-560271,현금
2021-03-30,지출,교육,교재 구입,-92859,
2021-03-30,수입,급여,월급,4859182,카드결제
2021-03-30,수입,급여,프리랜서 수입,3845107,현금
2021-03-30,지출,식비,점심식사,-10472,메모_3543
2021-04-01,지출,식비,카페,-75321,
2021-04-02,지출,쇼핑,온라인쇼핑,-226474,
2021-04-03,지출,교육,온라인 강의,-207808,카드결제
2021-04-03,수입,급여,이자 수입,2530432,메모_2176
2021-04-05,지출,식비,중식당,-21274,
2021-04-05,지출,교통,지하철,-60357,
2021-04-05,수입,기타수입,용돈,227619,메모_2190
2021-04-06,지출,교육,온라인 강의,-571682,
2021-04-06,지출,주거,인터넷 설치,-154766,현금
2021-04-06,수입,기타수입,환급금,25772,
2021-04-08,지출,통신,휴대폰 요금,-38961,
2021-04-09,지출,교육,온라인 강의,-552290,카드결제
2021-04-09,지출,문화/여가,공연 티켓,-110673,
2021-04-10,지출,식비,저녁외식,-35189,메모_1073
2021-04-10,지출,주거,인터넷 설치,-167784,현금
2021-04-10,지출,의료,한의원,-153815,
2021-04-10,지출,문화/여가,영화관,-68249,메모_4798
2021-04-11,지출,교육,자격증 시험,-335037,현금
2021-04-11,지출,통신,인터넷 요금,-90016,
2021-04-12,지출,의료,치과,-96586,현금
2021-04-12,지출,저축/투자,펀드 투자,-860210,현금
2021-04-13,지출,저축/투자,주식 매수,-530235,카드결제
2021-04-13,지출,쇼핑,온라인쇼핑,-29473,현금
2021-04-14,지출,교육,온라인 강의,-302023,
2021-04-14,지출,문화/여가,게임 아이템,-47875,현금
2021-04-14,지출,쇼핑,신발 구입,-235122,
2021-04-14,지출,통신,케이블TV,-72011,메모_3400
2021-04-14,지출,저축/투자,펀드 투자,-321555,현금
2021-04-14,지출,의료,병원 진료,-196268,현금
2021-04-16,지출,교육,교재 구입,-253846,
2021-04-16,지출,식비,저녁외식,-78396,
2021-04-17,지출,여행,여행 경비,-1107408,카드결제
2021-04-17,지출,교육,교재 구입,-479838,
2021-04-17,지출,통신,휴대폰 요금,-49805,
2021-04-17,지출,문화/여가,도서 구입,-12050,현금
2021-04-17,지출,교통,고속도로 통행료,-59674,현금
2021-04-18,지출,여행,항공권,-605207,
2021-04-19,지출,의료,약국,-58070,
2021-04-19,지출,여행,여행 경비,-110399,메모_2839
2021-04-19,지출,쇼핑,신발 구입,-46303,
2021-04-21,지출,주거,전기세,-145543,
2021-04-21,수입,급여,보너스,2862461,
2021-04-22,수입,급여,프리랜서 수입,4511245,
2021-04-22,지출,교육,온라인 강의,-584510,
2021-04-23,지출,교육,자격증 시험,-153705,현금
2021-04-24,지출,문화/여가,음악 스트리밍,-71954,메모_259
2021-04-24,수입,기타수입,용돈,469335,카드결제
2021-04-24,지출,주거,관리비,-144486,
2021-04-25,지출,식비,일식당,-35590,현금
2021-04-26,지출,문화/여가,영화관,-40866,
2021-04-26,수입,급여,이자 수입,4012888,메모_2236
2021-04-27,지출,교통,버스,-131979,카드결제
2021-04-27,지출,교육,온라인 강의,-182235,현금
2021-04-27,지출,의료,치과,-101113,현금
2021-04-28,지출,의료,안과,-166299,메모_798
2021-04-28,수입,기타수입,중고 판매,194438,
2021-04-28,지출,식비,중식당,-37388,메모_4014
2021-04-29,지출,문화/여가,영화관,-100299,
2021-04-29,지출,쇼핑,온라인쇼핑,-375419,
2021-04-29,수입,급여,월급,3495130,
2021-04-30,지출,여행,여행 경비,-924303,
2021-04-30,지출,식비,점심식사,-74568,
2021-04-30,지출,통신,인터넷 요금,-43729,메모_3137
2021-04-30,지출,쇼핑,옷 구입,-76089,
2021-04-30,지출,식비,편의점,-68678,
2021-04-30,지출,식비,일식당,-43757,현금
2021-04-30,수입,기타수입,환급금,488194,메모_3848
2021-04-30,지출,저축/투자,적금 납입,-188365,메모_4285
2021-05-01,지출,교통,택시,-104759,
2021-05-01,지출,주거,수도세,-94246,
2021-05-01,지출,문화/여가,스포츠센터,-33535,현금
2021-05-02,지출,식비,점심식사,-72935,
2021-05-02,지출,통신,케이블TV,-112055,메모_3621
2021-05-02,지출,여행,항공권,-1314820,
2021-05-03,지출,교육,자격증 시험,-80217,카드결제
2021-05-03,지출,의료,약국,-159754,메모_4507
2021-05-04,지출,쇼핑,가전제품,-271509,카드결제
2021-05-05,수입,기타수입,환급금,287787,메모_440
2021-05-05,수입,기타수입,중고 판매,490600,카드결제
2021-05-06,지출,주거,전기세,-122114,메모_7
2021-05-06,지출,주거,수도세,-288607,
2021-05-06,수입,급여,월급,3055529,
2021-05-07,수입,기타수입,중고 판매,478243,
2021-05-07,지출,문화/여가,게임 아이템,-28990,
2021-05-08,수입,급여,이자 수입,2822465,카드결제
2021-05-09,지출,주거,수도세,-118107,카드결제
2021-05-11,지출,저축/투자,주식 매수,-258622,카드결제
2021-05-11,수입,급여,이자 수입,4481092,
2021-05-11,지출,교통,버스,-5406,
2021-05-11,지출,주거,관리비,-31389,카드결제
2021-05-15,지출,교육,온라인 강의,-292034,
2021-05-15,지출,쇼핑,화장품,-182640,현금
2021-05-15,지출,식비,점심식사,-46105,메모_1698
2021-05-15,지출,쇼핑,생활용품,-56332,
2021-05-16,지출,교통,주유비,-67088,
2021-05-18,수입,기타수입,중고 판매,376616,
2021-05-18,지출,식비,마트,-8378,
2021-05-18,지출,문화/여가,스포츠센터,-109556,카드결제
2021-05-18,지출,주거,수도세,-269229,
2021-05-18,지출,통신,인터넷 요금,-58748,
2021-05-20,지출,교육,교재 구입,-576740,카드결제
2021-05-21,지출,저축/투자,적금 납입,-258266,카드결제
2021-05-21,지출,저축/투자,적금 납입,-567008,카드결제
2021-05-22,지출,교통,버스,-50835,
2021-05-23,지출,통신,휴대폰 요금,-41581,
2021-05-23,지출,주거,관리비,-118318,현금
2021-05-23,지출,의료,병원 진료,-177643,
2021-05-25,지출,저축/투자,적금 납입,-822652,메모_1201
2021-05-25,지출,여행,항공권,-953082,
2021-05-25,지출,교육,자격증 시험,-484166,
2021-05-25,지출,주거,전기세,-145853,메모_2555
2021-05-26,지출,주거,관리비,-73592,현금
2021-05-26,지출,문화/여가,음악 스트리밍,-92459,카드결제
2021-05-27,지출,주거,관리비,-102231,메모_1829
2021-05-27,수입,급여,이자 수입,4051982,카드결제
2021-05-28,지출,통신,케이블TV,-107089,
2021-05-29,수입,기타수입,중고 판매,171152,현금
2021-05-31,지출,교통,버스,-115635,현금
2021-05-31,지출,교육,학원비,-170098,
2021-05-31,수입,급여,이자 수입,4153566,
2021-05-31,수입,급여,월급,3403657,
2021-06-01,지출,저축/투자,펀드 투자,-872378,현금
2021-06-01,지출,문화/여가,게임 아이템,-115253,
2021-06-01,수입,기타수입,환급금,404609,
2021-06-02,지출,쇼핑,신발 구입,-106729,카드결제
2021-06-02,수입,급여,프리랜서 수입,3936089,
2021-06-02,지출,교통,KTX,-36286,현금
2021-06-02,지출,식비,편의점,-19722,현금
2021-06-02,지출,쇼핑,생활용품,-159710,
2021-06-02,지출,식비,마트,-18930,카드결제
2021-06-03,지출,통신,휴대폰 요금,-53036,카드결제
2021-06-04,지출,교통,택시,-65384,현금
2021-06-05,지출,저축/투자,적금 납입,-947034,카드결제
2021-06-05,지출,문화/여가,게임 아이템,-73149,
2021-06-06,지출,주거,수도세,-214868,메모_1585
2021-06-07,지출,문화/여가,게임 아이템,-22658,카드결제
2021-06-07,지출,통신,인터넷 요금,-118018,메모_1118
2021-06-07,지출,여행,여행 경비,-629584,
2021-06-07,지출,교통,주유비,-46821,카드결제
2021-06-08,지출,교육,자격증 시험,-562936,현금
2021-06-08,수입,기타수입,환급금,258225,
2021-06-08,수입,급여,월급,4981258,
2021-06-09,지출,저축/투자,펀드 투자,-685605,카드결제
2021-06-09,지출,의료,치과,-31226,카드결제
2021-06-10,지출,식비,편의점,-19241,
2021-06-11,지출,문화/여가,OTT 구독,-16510,
2021-06-11,수입,기타수입,중고 판매,391740,메모_1668
2021-06-11,지출,여행,여행 경비,-1097694,
2021-06-11,지출,주거,관리비,-238747,메모_4067
2021-06-15,지출,교육,학원비,-383614,
2021-06-15,지출,의료,한의원,-190784,현금
2021-06-16,지출,식비,분식집,-16884,
2021-06-16,지출,저축/투자,적금 납입,-892216,
2021-06-16,지출,교육,교재 구입,-131865,현금
2021-06-16,지출,식비,중식당,-18627,메모_3496
2021-06-17,수입,기타수입,용돈,26720,현금
2021-06-18,지출,교육,학원비,-410437,
2021-06-18,지출,문화/여가,공연 티켓,-110175,
2021-06-18,지출,식비,마트,-43283,메모_911
2021-06-18,수입,기타수입,중고 판매,107808,현금
2021-06-18,지출,식비,카페,-35160,현금
2021-06-18,지출,여행,항공권,-1003639,
2021-06-19,지출,여행,여행 경비,-1328351,카드결제
2021-06-20,지출,문화/여가,도서 구입,-26266,현금
2021-06-20,수입,기타수입,용돈,29402,카드결제
2021-06-22,지출,통신,휴대폰 요금,-81894,메모_3236
2021-06-22,지출,식비,한식당,-54563,
2021-06-22,지출,저축/투자,적금 납입,-749835,
2021-06-22,지출,주거,가스비,-152599,카드결제
2021-06-23,지출,교통,KTX,-16192,현금
2021-06-23,수입,급여,프리랜서 수입,4487504,
2021-06-23,지출,저축/투자,펀드 투자,-319756,
2021-06-24,지출,교육,자격증 시험,-110541,현금
2021-06-24,수입,기타수입,환급금,100039,
2021-06-24,지출,교통,버스,-38176,
2021-06-25,수입,급여,이자 수입,4984675,
2021-06-25,지출,교통,고속도로 통행료,-14205,
2021-06-26,지출,주거,인터넷 설치,-265323,카드결제
2021-06-26,수입,기타수입,중고 판매,299607,메모_2370
2021-06-26,지출,식비,카페,-72518,
2021-06-27,수입,급여,프리랜서 수입,4613482,현금
2021-06-27,지출,주거,전기세,-180510,
2021-06-27,지출,식비,배달음식,-42308,
2021-06-28,수입,급여,이자 수입,3650249,현금
2021-06-28,수입,기타수입,환급금,32035,
2021-06-29,수입,기타수입,중고 판매,370108,현금
2021-06-29,지출,주거,수도세,-35868,
2021-06-29,지출,문화/여가,스포츠센터,-10179,
2021-06-29,지출,주거,수도세,-181569,
2021-06-29,지출,쇼핑,가전제품,-490891,
2021-06-30,지출,저축/투자,펀드 투자,-916929,
2021-06-30,지출,쇼핑,생활용품,-480821,현금
2021-06-30,수입,급여,프리랜서 수입,4396294,카드결제
2021-07-01,수입,급여,프리랜서 수입,3965269,
2021-07-01,지출,쇼핑,가전제품,-20917,
2021-07-03,지출,통신,인터넷 요금,-46651,현금
2021-07-03,수입,급여,보너스,4986742,메모_2684
2021-07-03,지출,쇼핑,온라인쇼핑,-58936,현금
2021-07-04,수입,급여,이자 수입,3806235,메모_2191
2021-07-05,지출,저축/투자,주식 매수,-909943,
2021-07-05,지출,교통,택시,-24689,
2021-07-05,지출,교육,자격증 시험,-279249,카드결제
2021-07-05,지출,여행,여행 경비,-1132086,카드결제
2021-07-07,지출,교통,주차비,-5664,
2021-07-07,지출,문화/여가,도서 구입,-75651,
2021-07-08,지출,주거,인터넷 설치,-204177,메모_229
2021-07-08,지출,교육,교재 구입,-60298,메모_1962
2021-07-09,지출,교육,자격증 시험,-266619,
2021-07-09,지출,쇼핑,가전제품,-113071,카드결제
2021-07-10,지출,교육,자격증 시험,-401387,메모_804
2021-07-10,지출,교통,택시,-40735,
2021-07-10,수입,급여,프리랜서 수입,4402170,
2021-07-11,수입,급여,이자 수입,4293990,
2021-07-11,지출,여행,항공권,-1017791,
2021-07-11,지출,교육,온라인 강의,-236253,카드결제
2021-07-12,지출,교육,자격증 시험,-58721,메모_661
2021-07-12,지출,의료,치과,-170680,
2021-07-12,지출,의료,안과,-197371,
2021-07-13,지출,교육,자격증 시험,-530854,
2021-07-13,지출,의료,약국,-45560,
2021-07-14,지출,주거,인터넷 설치,-181762,메모_993
2021-07-14,지출,쇼핑,가전제품,-418319,메모_1007
2021-07-14,수입,급여,월급,3983614,현금
2021-07-14,지출,주거,수도세,-110235,
2021-07-14,지출,통신,휴대폰 요금,-85980,
2021-07-14,지출,교육,학원비,-560996,메모_4751
2021-07-15,지출,교통,주차비,-135608,카드결제
2021-07-16,지출,주거,인터넷 설치,-269090,메모_854
2021-07-16,지출,교통,버스,-90205,
2021-07-17,지출,여행,숙박비,-431226,현금
2021-07-17,지출,통신,휴대폰 요금,-46478,메모_1374
2021-07-17,지출,교육,온라인 강의,-355221,
2021-07-17,지출,쇼핑,가전제품,-348409,메모_2473
2021-07-17,지출,의료,병원 진료,-14549,현금
2021-07-18,지출,주거,가스비,-127388,현금
2021-07-19,지출,주거,인터넷 설치,-97954,메모_4551
2021-07-20,수입,급여,프리랜서 수입,4515743,카드결제
2021-07-20,수입,급여,월급,4763388,현금
2021-07-20,지출,문화/여가,OTT 구독,-33559,메모_3870
2021-07-20,지출,통신,케이블TV,-84833,
2021-07-21,수입,기타수입,환급금,106964,현금
2021-07-22,지출,교육,학원비,-520392,
2021-07-22,지출,교육,교재 구입,-77560,카드결제
2021-07-22,지출,교통,지하철,-50147,현금
2021-07-22,수입,기타수입,환급금,231921,
2021-07-23,지출,주거,가스비,-218894,
2021-07-24,지출,교육,학원비,-340354,
2021-07-24,지출,저축/투자,적금 납입,-640107,메모_2505
2021-07-24,지출,주거,전기세,-132081,현금
2021-07-25,지출,주거,가스비,-45982,
2021-07-25,지출,교통,주차비,-73534,
2021-07-26,지출,식비,카페,-32135,
2021-07-26,지출,쇼핑,생활용품,-284027,카드결제
2021-07-26,지출,통신,휴대폰 요금,-71951,
2021-07-26,수입,급여,보너스,2874899,카드결제
2021-07-26,수입,급여,프리랜서 수입,3410302,카드결제
2021-07-27,지출,통신,케이블TV,-50692,카드결제
2021-07-27,지출,교통,주차비,-132779,
2021-07-27,지출,통신,인터넷 요금,-81628,현금
2021-07-27,지출,통신,휴대폰 요금,-71633,현금
2021-07-27,지출,쇼핑,가전제품,-63164,
2021-07-28,지출,문화/여가,OTT 구독,-79233,현금
2021-07-29,수입,기타수입,환급금,30757,
2021-07-29,수입,기타수입,환급금,416001,카드결제
2021-07-29,지출,주거,전기세,-148468,
2021-07-29,수입,기타수입,중고 판매,115099,
2021-07-30,지출,문화/여가,OTT 구독,-70748,현금
2021-07-30,수입,급여,월급,4868017,
2021-07-30,지출,문화/여가,공연 티켓,-60856,
2021-07-30,지출,주거,전기세,-240122,
2021-08-01,지출,식비,일식당,-52362,현금
2021-08-01,지출,여행,항공권,-720330,메모_3620
2021-08-01,지출,저축/투자,주식 매수,-445703,
2021-08-02,지출,쇼핑,옷 구입,-270542,현금
2021-08-03,지출,의료,약국,-11291,메모_1575
2021-08-03,지출,식비,일식당,-35029,현금
2021-08-04,수입,기타수입,환급금,120145,
2021-08-04,지출,주거,인터넷 설치,-218227,
2021-08-04,지출,저축/투자,적금 납입,-496403,메모_3931
2021-08-04,수입,급여,월급,3878112,
2021-08-06,지출,교통,버스,-13008,카드결제
2021-08-06,지출,통신,휴대폰 요금,-36429,
2021-08-06,수입,기타수입,중고 판매,188960,카드결제
2021-08-07,지출,주거,인터넷 설치,-159415,
2021-08-07,지출,통신,케이블TV,-26929,현금
2021-08-07,지출,식비,점심식사,-69010,
2021-08-07,지출,쇼핑,가전제품,-311841,메모_3354
2021-08-08,지출,저축/투자,주식 매수,-58886,현금
2021-08-09,지출,교통,주차비,-72121,현금
2021-08-09,지출,식비,배달음식,-58667,
2021-08-09,지출,교육,온라인 강의,-568681,메모_3611
2021-08-11,지출,식비,점심식사,-49244,카드결제
2021-08-11,지출,쇼핑,온라인쇼핑,-125611,
2021-08-12,지출,주거,가스비,-50333,
2021-08-12,지출,교통,택시,-41929,메모_1230
2021-08-13,지출,저축/투자,적금 납입,-379733,카드결제
2021-08-13,지출,식비,마트,-58236,
2021-08-13,지출,식비,점심식사,-37736,
2021-08-14,지출,교육,온라인 강의,-529946,현금
2021-08-14,지출,통신,인터넷 요금,-91301,
2021-08-14,지출,의료,한의원,-72585,현금
2021-08-14,지출,쇼핑,화장품,-364238,
2021-08-15,지출,주거,수도세,-174019,메모_2048
2021-08-15,지출,교통,택시,-19654,
2021-08-17,지출,여행,여행 경비,-1426862,
2021-08-17,수입,기타수입,중고 판매,62565,
2021-08-18,지출,교통,택시,-117590,메모_3112
2021-08-19,지출,통신,인터넷 요금,-99079,
2021-08-19,지출,쇼핑,옷 구입,-307903,카드결제
2021-08-19,수입,급여,월급,4380117,메모_4451
2021-08-19,지출,여행,항공권,-1341616,
2021-08-20,수입,급여,월급,4483851,
2021-08-20,지출,의료,치과,-57346,
2021-08-20,지출,통신,케이블TV,-50865,메모_1108
2021-08-20,지출,여행,숙박비,-841971,
2021-08-20,지출,여행,항공권,-665410,
2021-08-20,지출,쇼핑,온라인쇼핑,-108566,현금
2021-08-21,지출,교육,학원비,-426224,
2021-08-22,수입,기타수입,용돈,116955,
2021-08-23,지출,주거,가스비,-264197,
2021-08-23,수입,급여,보너스,2665164,메모_2356
2021-08-23,수입,급여,월급,4031282,메모_2902
2021-08-23,수입,급여,보너스,3362290,메모_3971
2021-08-24,지출,문화/여가,OTT 구독,-55806,카드결제
2021-08-25,지출,교통,택시,-98167,메모_2713
2021-08-26,지출,교통,버스,-30388,
2021-08-26,지출,쇼핑,온라인쇼핑,-295475,
2021-08-26,지출,의료,한의원,-32383,메모_4308
2021-08-26,지출,통신,인터넷 요금,-84674,카드결제
2021-08-26,수입,기타수입,환급금,18354,
2021-08-27,지출,문화/여가,도서 구입,-38550,
2021-08-28,수입,기타수입,용돈,177640,
2021-08-28,지출,쇼핑,온라인쇼핑,-44295,
2021-08-29,지출,주거,관리비,-264241,카드결제
2021-08-29,지출,교육,자격증 시험,-175961,
2021-08-30,지출,쇼핑,신발 구입,-29252,
2021-08-30,지출,교통,버스,-48654,
2021-09-01,지출,식비,분식집,-7959,
2021-09-01,지출,쇼핑,가전제품,-302727,
2021-09-01,지출,주거,전기세,-252633,카드결제
2021-09-02,지출,주거,전기세,-176021,
2021-09-03,지출,문화/여가,OTT 구독,-103882,메모_180
2021-09-03,지출,쇼핑,화장품,-99193,
2021-09-03,지출,식비,카페,-59935,
2021-09-03,지출,교통,고속도로 통행료,-36815,
2021-09-03,지출,문화/여가,게임 아이템,-107133,카드결제
2021-09-03,수입,기타수입,중고 판매,83787,카드결제
2021-09-03,수입,급여,보너스,3452366,메모_4684
2021-09-04,지출,의료,치과,-85665,
2021-09-06,지출,문화/여가,공연 티켓,-28444,현금
2021-09-06,수입,기타수입,환급금,275187,현금
2021-09-06,수입,급여,월급,3589572,
2021-09-07,지출,교육,자격증 시험,-491713,
2021-09-08,지출,통신,인터넷 요금,-77067,
2021-09-08,지출,주거,관리비,-248624,메모_4424
2021-09-09,수입,기타수입,환급금,64264,현금
2021-09-09,지출,의료,안과,-94630,
2021-09-09,지출,주거,가스비,-223273,카드결제
2021-09-09,지출,쇼핑,옷 구입,-258942,
2021-09-10,지출,교육,교재 구입,-513688,
2021-09-10,지출,교통,버스,-55828,
2021-09-11,지출,교육,온라인 강의,-105807,
2021-09-11,지출,문화/여가,스포츠센터,-35609,
2021-09-11,지출,교육,교재 구입,-179084,카드결제
2021-09-12,지출,주거,인터넷 설치,-31941,현금
2021-09-13,지출,주거,관리비,-101964,현금
2021-09-13,지출,교육,온라인 강의,-270869,현금
2021-09-13,지출,문화/여가,스포츠센터,-93111,
2021-09-15,수입,기타수입,용돈,363321,메모_1891
2021-09-15,지출,교통,주차비,-49124,카드결제
2021-09-16,지출,쇼핑,신발 구입,-70182,
2021-09-16,지출,여행,여행 경비,-1165566,
2021-09-17,지출,문화/여가,음악 스트리밍,-38723,메모_1389
2021-09-17,지출,문화/여가,스포츠센터,-32019,
2021-09-18,지출,교통,고속도로 통행료,-47937,현금
2021-09-18,수입,급여,이자 수입,4543865,
2021-09-19,지출,저축/투자,펀드 투자,-441774,현금
2021-09-19,지출,식비,분식집,-42467,현금
2021-09-20,지출,교통,택시,-12287,카드결제
2021-09-20,지출,여행,숙박비,-1358177,
2021-09-21,지출,쇼핑,옷 구입,-29863,
2021-09-21,지출,교육,온라인 강의,-57246,현금
2021-09-21,지출,교통,택시,-106191,카드결제
2021-09-21,지출,교통,주차비,-149223,메모_4253
2021-09-22,지출,교통,KTX,-34484,
2021-09-22,지출,교육,교재 구입,-180208,메모_996
2021-09-22,수입,급여,보너스,3045513,
2021-09-22,지출,식비,배달음식,-46749,
2021-09-22,수입,급여,보너스,3842664,메모_2920
2021-09-23,지출,저축/투자,주식 매수,-805638,
2021-09-23,지출,쇼핑,옷 구입,-199110,
2021-09-23,지출,주거,가스비,-68779,카드결제
2021-09-23,지출,쇼핑,신발 구입,-439476,
2021-09-23,지출,주거,관리비,-122280,카드결제
2021-09-23,지출,교육,교재 구입,-545727,카드결제
2021-09-24,지출,저축/투자,주식 매수,-879555,카드결제
2021-09-25,수입,기타수입,중고 판매,207038,카드결제
2021-09-25,지출,통신,휴대폰 요금,-114259,메모_1782
2021-09-25,지출,의료,약국,-108871,
2021-09-25,지출,의료,한의원,-182431,카드결제
2021-09-25,수입,기타수입,중고 판매,15160,
2021-09-26,지출,쇼핑,옷 구입,-322937,현금
2021-09-26,지출,교통,KTX,-55830,
2021-09-26,지출,문화/여가,음악 스트리밍,-96310,카드결제
2021-09-26,수입,급여,프리랜서 수입,3783771,메모_3173
2021-09-27,지출,문화/여가,도서 구입,-31361,현금
2021-09-28,지출,주거,전기세,-192199,
2021-09-28,지출,문화/여가,공연 티켓,-54617,현금
2021-09-28,지출,식비,저녁외식,-23623,
2021-09-29,지출,저축/투자,주식 매수,-102179,
2021-09-29,수입,기타수입,중고 판매,218977,
2021-09-29,지출,저축/투자,적금 납입,-626659,메모_4748
2021-09-29,지출,식비,마트,-49472,
2021-09-30,지출,쇼핑,화장품,-348064,
2021-10-01,지출,통신,인터넷 요금,-25574,
2021-10-01,지출,문화/여가,게임 아이템,-104669,
2021-10-04,지출,교육,온라인 강의,-569920,
2021-10-04,지출,통신,인터넷 요금,-89682,
2021-10-04,지출,저축/투자,펀드 투자,-557310,
2021-10-05,지출,쇼핑,신발 구입,-117767,메모_384
2021-10-05,지출,여행,여행 경비,-1093578,카드결제
2021-10-06,지출,교통,KTX,-61883,
2021-10-07,지출,문화/여가,도서 구입,-72973,현금
2021-10-07,수입,급여,보너스,2808287,메모_2825
2021-10-08,수입,급여,프리랜서 수입,2831097,
2021-10-09,지출,쇼핑,옷 구입,-84070,
2021-10-09,지출,저축/투자,주식 매수,-726340,카드결제
2021-10-10,지출,교통,주유비,-35422,메모_445
2021-10-10,지출,통신,케이블TV,-82296,메모_2100
2021-10-10,지출,식비,편의점,-46369,카드결제
2021-10-11,수입,급여,프리랜서 수입,3430451,
2021-10-12,지출,주거,가스비,-258055,카드결제
2021-10-13,수입,기타수입,환급금,44634,
2021-10-13,지출,쇼핑,옷 구입,-14520,카드결제
2021-10-13,지출,의료,안과,-49122,
2021-10-13,지출,주거,수도세,-144527,
2021-10-14,지출,여행,항공권,-946026,
2021-10-14,지출,식비,저녁외식,-36868,현금
2021-10-14,지출,교육,온라인 강의,-66175,카드결제
2021-10-15,지출,주거,전기세,-131382,
2021-10-15,지출,여행,여행 경비,-809147,
2021-10-16,지출,여행,여행 경비,-752168,
2021-10-16,수입,급여,이자 수입,3184748,
2021-10-16,지출,식비,분식집,-35127,
2021-10-16,지출,교육,교재 구입,-93709,
2021-10-17,수입,급여,월급,4337830,
2021-10-17,지출,여행,숙박비,-1342570,
2021-10-17,지출,식비,카페,-53322,카드결제
2021-10-18,지출,여행,숙박비,-409012,
2021-10-18,지출,여행,숙박비,-239182,메모_1092
2021-10-19,수입,급여,월급,4617742,
2021-10-19,지출,저축/투자,펀드 투자,-297600,
2021-10-20,지출,저축/투자,펀드 투자,-581597,현금
2021-10-21,지출,여행,숙박비,-295254,카드결제
2021-10-21,지출,통신,인터넷 요금,-20739,메모_519
2021-10-21,지출,쇼핑,옷 구입,-39734,현금
2021-10-21,수입,기타수입,중고 판매,173054,현금
2021-10-22,지출,주거,전기세,-41768,
2021-10-22,지출,식비,카페,-16174,
